Data,Produto,Categoria,Quantidade Vendida,Preço Unitário,Total de Vendas,Loja,ID
11/17/2024,Smartfone A,Celular,43,2200,96800,Loja 2,1244
4/24/2025,Tablet B,Celular,43,1000,73000,Loja 2,1245
3/12/2025,Notebook B,Computadores,43,2500,75000,Loja 2,1246
4/4/2025,Tablet C,Celular,43,800,33600,Loja 2,1247
7/19/2024,Tablet B,Celular,43,1000,50000,Loja 2,1248
9/2/2024,Tablet A,Celular,43,1100,2200,Loja 2,1249
9/13/2024,Tablet C,Celular,43,800,35200,Loja 2,1250
4/28/2025,Smartfone B,Celular,43,2000,156000,Loja 2,1251
4/5/2025,Tablet A,Celular,43,1100,39600,Loja 2,1252
1/1/2025,Smartfone B,Celular,43,2000,132000,Loja 2,1253
11/29/2024,Tablet B,Celular,43,1000,48000,Loja 2,1254
5/1/2025,Notebook B,Computadores,43,2500,75000,Loja 2,1255
5/12/2024,Tablet A,Celular,43,1100,105600,Loja 2,1256
5/21/2024,Smartfone A,Celular,43,2200,15400,Loja 2,1257
10/9/2024,Smartfone B,Celular,43,2000,80000,Loja 2,1258
12/7/2024,Tablet A,Celular,43,1100,24200,Loja 2,1259
12/27/2024,Tablet A,Celular,43,1100,67100,Loja 2,1260
8/11/2024,Tablet B,Celular,43,1000,73000,Loja 2,1261
10/27/2024,Smartfone B,Celular,44,2000,46000,Loja 2,1262
4/27/2025,Tablet A,Celular,44,1100,62700,Loja 2,1263
5/9/2024,Notebook B,Computadores,44,2500,82500,Loja 2,1264
7/8/2024,Tablet B,Celular,44,1000,66000,Loja 2,1265
2/6/2025,Tablet B,Celular,44,1000,4000,Loja 2,1266
4/15/2025,Notebook A,Computadores,44,3000,33000,Loja 2,1267
12/23/2024,Notebook A,Computadores,44,3000,177000,Loja 2,1268
3/15/2025,Tablet B,Celular,44,1000,55000,Loja 2,1269
9/17/2024,Tablet A,Celular,44,1100,40700,Loja 2,1270
4/8/2025,Tablet B,Celular,44,1000,9000,Loja 2,1271
12/3/2024,Tablet B,Celular,44,1000,70000,Loja 2,1272
1/6/2025,Notebook B,Computadores,44,2500,25000,Loja 2,1273
6/5/2024,Tablet C,Celular,44,800,30400,Loja 2,1274
6/12/2024,Smartfone B,Celular,44,2000,28000,Loja 2,1275
12/19/2024,Tablet A,Celular,44,1100,25300,Loja 2,1276
12/1/2024,Tablet A,Celular,44,1100,61600,Loja 2,1277
7/21/2024,Smartfone B,Celular,44,2000,74000,Loja 2,1278
4/22/2025,Smartfone B,Celular,44,2000,98000,Loja 2,1279
11/24/2024,Tablet B,Celular,44,1000,34000,Loja 2,1280
8/7/2024,Tablet B,Celular,44,1000,2000,Loja 2,1281
3/19/2025,Smartfone B,Celular,44,2000,192000,Loja 2,1282
9/15/2024,Tablet B,Celular,44,1000,21000,Loja 2,1283
4/5/2025,Tablet B,Celular,44,1000,95000,Loja 2,1284
5/1/2025,Tablet A,Celular,44,1100,11000,Loja 2,1285
3/5/2025,Tablet B,Celular,44,1000,20000,Loja 2,1286
2/12/2025,Tablet A,Celular,44,1100,4400,Loja 2,1287
12/11/2024,Tablet B,Celular,45,1000,95000,Loja 2,1288
7/23/2024,,Celular,45,1000,50000,Loja 2,1289
11/1/2024,Notebook B,Computadores,45,2500,40000,Loja 2,1290
10/6/2024,Tablet C,Celular,45,800,56000,Loja 2,1291
11/9/2024,Tablet A,Celular,45,1100,24200,Loja 2,1292
3/25/2025,Notebook B,Computadores,45,2500,140000,Loja 2,1293
8/22/2024,Tablet B,Celular,45,1000,35000,Loja 2,1294
11/17/2024,Tablet B,Celular,45,1000,13000,Loja 2,1295
9/18/2024,Notebook A,Computadores,45,3000,78000,Loja 2,1296
11/22/2024,Tablet B,Celular,45,1000,27000,Loja 2,1297
12/16/2024,Smartfone B,Celular,45,2000,114000,Loja 2,1298
6/17/2024,Tablet B,Celular,45,1000,31000,Loja 2,1299
7/11/2024,Notebook B,Computadores,45,2500,45000,Loja 2,1300
1/7/2025,Tablet B,Celular,45,1000,17000,Loja 2,1301
10/27/2024,Tablet A,Celular,45,1100,38500,Loja 2,1302
12/1/2024,Smartfone B,Celular,45,2000,56000,Loja 2,1303
11/15/2024,Notebook B,Computadores,45,2500,40000,Loja 2,1304
4/29/2025,Notebook A,Computadores,45,3000,186000,Loja 2,1305
6/19/2024,Smartfone B,Celular,45,2000,148000,Loja 2,1306
4/29/2025,Smartfone B,Celular,45,2000,152000,Loja 2,1307
10/23/2024,Tablet B,Celular,45,1000,95000,Loja 2,1308
4/6/2025,Tablet B,Celular,45,1000,83000,Loja 2,1309
12/18/2024,Tablet B,Celular,45,1000,62000,Loja 2,1310
2/5/2025,Tablet B,Celular,45,1000,17000,Loja 2,1311
6/18/2024,Notebook B,Computadores,45,2500,70000,Loja 2,1312
8/12/2024,Smartfone B,Celular,45,2000,94000,Loja 2,1313
4/23/2025,Notebook B,Computadores,45,2500,187500,Loja 2,1314
12/1/2024,Tablet A,Celular,45,1100,78100,Loja 2,1315
9/19/2024,Notebook A,Computadores,45,3000,24000,Loja 2,1316
6/27/2024,Tablet A,Celular,45,1100,86900,Loja 2,1317
10/30/2024,Smartfone B,Celular,46,2000,142000,Loja 2,1318
5/15/2024,Notebook A,Computadores,46,3000,9000,Loja 2,1319
7/2/2024,Smartfone B,Celular,46,2000,116000,Loja 2,1320
8/11/2024,Smartfone A,Celular,46,2200,151800,Loja 2,1321
6/8/2024,Tablet C,Celular,46,800,48800,Loja 2,1322
2/8/2025,Notebook B,Computadores,46,2500,57500,Loja 2,1323
2/4/2025,Notebook A,Computadores,46,3000,186000,Loja 2,1324
3/4/2025,Tablet B,Celular,46,1000,61000,Loja 2,1325
4/2/2025,Tablet B,Celular,46,1000,41000,Loja 2,1326
1/18/2025,Tablet B,Celular,46,1000,82000,Loja 2,1327
12/22/2024,Tablet B,Celular,46,1000,73000,Loja 2,1328
11/13/2024,Smartfone B,Celular,46,2000,150000,Loja 2,1329
3/25/2025,Tablet B,Celular,46,1000,52000,Loja 2,1330
10/31/2024,Tablet A,Celular,46,1100,16500,Loja 2,1331
7/12/2024,Smartfone B,Celular,46,2000,190000,Loja 2,1332
1/4/2025,Tablet A,Celular,46,1100,39600,Loja 2,1333
4/21/2025,Notebook B,Computadores,46,2500,27500,Loja 2,1334
9/12/2024,Notebook B,Computadores,46,2500,167500,Loja 2,1335
11/4/2024,Tablet B,Celular,46,1000,40000,Loja 2,1336
12/23/2024,Tablet B,Celular,46,1000,32000,Loja 2,1337
7/6/2024,Tablet A,Celular,46,1100,92400,Loja 2,1338
12/22/2024,Tablet C,Celular,46,800,11200,Loja 2,1339
5/4/2024,Tablet A,Celular,46,1100,85800,Loja 2,1340
10/6/2024,Tablet C,Celular,47,800,42400,Loja 2,1341
12/12/2024,Smartfone B,Celular,47,2000,112000,Loja 2,1342
5/6/2024,Tablet B,Celular,47,1000,5000,Loja 2,1343
2/11/2025,Tablet B,Celular,47,1000,65000,Loja 2,1344
1/5/2025,Notebook B,Computadores,47,2500,25000,Loja 2,1345
12/3/2024,Tablet B,Celular,47,1000,57000,Loja 2,1346
12/20/2024,Tablet A,Celular,47,1100,42900,Loja 2,1347
3/4/2025,Tablet B,Celular,47,1000,54000,Loja 2,1348
2/10/2025,Smartfone B,Celular,47,2000,94000,Loja 2,1349
9/25/2024,Tablet B,Celular,47,1000,83000,Loja 2,1350
7/10/2024,Smartfone B,Celular,47,2000,124000,Loja 2,1351
2/21/2025,Tablet B,Celular,47,1000,51000,Loja 2,1352
10/11/2024,Smartfone B,Celular,47,2000,188000,Loja 2,1353
11/2/2024,Notebook A,Computadores,47,3000,12000,Loja 2,1354
12/5/2024,Smartfone B,Celular,47,2000,176000,Loja 2,1355
10/27/2024,Tablet B,Celular,47,1000,12000,Loja 2,1356
4/28/2025,Tablet A,Celular,47,1100,95700,Loja 2,1357
1/14/2025,Smartfone B,Celular,47,2000,72000,Loja 2,1358
3/8/2025,Smartfone A,Celular,47,2200,129800,Loja 2,1359
10/10/2024,Tablet A,Celular,47,1100,55000,Loja 2,1360
10/23/2024,Smartfone B,Celular,47,2000,22000,Loja 2,1361
12/18/2024,Tablet B,Celular,47,1000,91000,Loja 2,1362
6/19/2024,Tablet C,Celular,47,8000000000,384000000000,Loja 2,1363
5/24/2024,Tablet B,Celular,47,1000,25000,Loja 2,1364
8/26/2024,Notebook B,Computadores,47,2500,12500,Loja 2,1365
3/17/2025,Tablet B,Celular,47,1000,2000,Loja 2,1366
7/25/2024,Notebook B,Computadores,47,2500,207500,Loja 2,1367
10/18/2024,Notebook A,Computadores,47,3000,141000,Loja 2,1368
2/12/2025,Smartfone B,Celular,47,2000,8000,Loja 2,1369
4/17/2025,Tablet B,Celular,47,1000,61000,Loja 2,1370
6/20/2024,Tablet B,Celular,47,1000,11000,Loja 2,1371
5/1/2025,Smartfone B,Celular,47,2000,116000,Loja 2,1372
1/6/2025,Tablet B,Celular,47,1000,11000,Loja 2,1373
7/3/2024,Tablet A,Celular,47,1100,19800,Loja 2,1374
8/26/2024,Tablet A,Celular,47,1100,59400,Loja 2,1375
10/2/2024,Smartfone B,Celular,47,2000,172000,Loja 2,1376
10/9/2024,Notebook A,Computadores,47,3000,192000,Loja 2,1377
1/13/2025,Smartfone A,Celular,47,2200,63800,Loja 2,1378
1/12/2025,Tablet C,Celular,47,800,10400,Loja 2,1379
8/9/2024,Notebook B,Computadores,48,2500,80000,Loja 2,1380
7/26/2024,Tablet A,Celular,48,1100,72600,Loja 2,1381
10/28/2024,Smartfone B,Celular,48,2000,52000,Loja 2,1382
1/15/2025,Smartfone A,Celular,48,2200,198000,Loja 2,1383
11/13/2024,Tablet A,Celular,48,1100,107800,Loja 2,1384
3/7/2025,Tablet B,Celular,48,1000,59000,Loja 2,1385
2/18/2025,Tablet B,Celular,48,1000,4000,Loja 2,1386
5/9/2024,Smartfone B,Celular,48,2000,92000,Loja 2,1387
4/3/2025,Smartfone A,Celular,48,2200,77000,Loja 2,1388
11/10/2024,Smartfone B,Celular,48,2000,164000,Loja 2,1389
12/7/2024,Smartfone A,Celular,48,2200,178200,Loja 2,1390
6/30/2024,Tablet B,Celular,48,1000,30000,Loja 2,1391
12/3/2024,Smartfone B,Celular,48,2000,178000,Loja 2,1392
1/20/2025,Tablet C,Celular,48,800,64800,Loja 2,1393
1/17/2025,Smartfone B,Celular,48,2000,126000,Loja 2,1394
4/27/2025,Tablet B,Celular,48,1000,4000,Loja 2,1395
4/23/2025,Tablet B,Celular,48,1000,56000,Loja 2,1396
11/9/2024,Notebook B,Computadores,48,2500,135000,Loja 2,1397
9/12/2024,Tablet A,Celular,48,1100,86900,Loja 2,1398
10/26/2024,Tablet A,Celular,48,1100,62700,Loja 2,1399
7/18/2024,Tablet B,Celular,48,1000,51000,Loja 2,1400
5/30/2024,Smartfone B,Celular,48,2000,160000,Loja 2,1401
4/21/2025,Notebook A,Computadores,48,3000,114000,Loja 2,1402
2/12/2025,Tablet A,Celular,49,1100,8800,Loja 2,1403
3/8/2025,Tablet B,Celular,49,1000,40000,Loja 2,1404
1/26/2025,Tablet C,Celular,49,800,63200,Loja 2,1405
8/26/2024,Notebook B,Computadores,49,2500,207500,Loja 2,1406
6/23/2024,Tablet B,Celular,49,1000,6000,Loja 2,1407
12/28/2024,Tablet B,Celular,49,1000,27000,Loja 2,1408
12/14/2024,Tablet B,Celular,49,1000,20000,Loja 2,1409
10/15/2024,Tablet B,Celular,49,1000,40000,Loja 2,1410
5/7/2024,Tablet A,Celular,49,1100,95700,Loja 2,1411
12/3/2024,Smartfone B,Celular,49,2000,120000,Loja 2,1412
12/12/2024,Tablet B,Celular,49,1000,58000,Loja 2,1413
9/3/2024,Smartfone A,Celular,49,2200,55000,Loja 2,1414
10/7/2024,Notebook A,Computadores,49,3000,138000,Loja 2,1415
11/10/2024,Tablet A,Celular,49,1100,42900,Loja 2,1416
4/2/2025,Tablet C,Celular,49,800,71200,Loja 2,1417
4/16/2025,Smartfone B,Celular,49,2000,82000,Loja 2,1418
12/2/2024,Tablet A,Celular,49,1100,24200,Loja 2,1419
1/22/2025,Tablet B,Celular,49,1000,72000,Loja 2,1420
5/15/2024,Tablet A,Celular,49,1100,72600,Loja 2,1421
9/16/2024,Notebook A,Computadores,49,3000,69000,Loja 2,1422
8/29/2024,Smartfone B,Celular,49,2000,38000,Loja 2,1423
12/5/2024,Tablet B,Celular,49,1000,41000,Loja 2,1424
3/16/2025,Tablet C,Celular,49,800,36000,Loja 2,1425
5/13/2024,Smartfone B,Celular,50,2000,64000,Loja 2,1426
12/7/2024,Tablet B,Celular,50,1000,4000,Loja 2,1427
5/25/2024,Tablet B,Celular,50,1000,92000,Loja 2,1428
7/29/2024,Tablet B,Celular,50,1000,22000,Loja 2,1429
3/2/2025,Smartfone A,Celular,50,2200,4400,Loja 2,1430
12/10/2024,Tablet A,Celular,50,1100,101200,Loja 2,1431
11/25/2024,Smartfone B,Celular,50,2000,162000,Loja 2,1432
3/10/2025,Tablet B,Celular,50,1000,48000,Loja 2,1433
3/8/2025,Notebook B,Computadores,50,2500,157500,Loja 2,1434
1/8/2025,Tablet B,Celular,50,1000,42000,Loja 2,1435
12/5/2024,Notebook B,Computadores,50,2500,42500,Loja 2,1436
11/7/2024,Smartfone B,Celular,50,2000,162000,Loja 2,1437
9/11/2024,Notebook A,Computadores,50,3000,189000,Loja 2,1438
7/16/2024,Notebook B,Computadores,50,2500,137500,Loja 2,1439
5/14/2024,Notebook B,Computadores,50,2500,192500,Loja 2,1440
1/28/2025,Tablet A,Celular,50,1100,71500,Loja 2,1441
10/21/2024,Notebook A,Computadores,50,3000,279000,Loja 2,1442
6/11/2024,Notebook A,Computadores,50,3000,267000,Loja 2,1443
5/9/2024,Tablet A,Celular,50,1100,2200,Loja 2,1444
12/12/2024,Smartfone B,Celular,50,2000,38000,Loja 2,1445
12/17/2024,Tablet B,Celular,50,1000,42000,Loja 2,1446
6/10/2024,Tablet B,Celular,50,1000,17000,Loja 2,1447
9/20/2024,Tablet B,Celular,50,1000,86000,Loja 2,1448
4/23/2025,Smartfone B,Celular,50,2000,38000,Loja 2,1449
3/12/2025,Tablet B,Celular,50,1000,36000,Loja 2,1450
8/11/2024,Tablet B,Celular,50,1000,67000,Loja 2,1451
2/1/2025,Smartfone A,Celular,51,2200,138600,Loja 2,1452
12/14/2024,Tablet A,Celular,51,1100,92400,Loja 2,1453
2/21/2025,Tablet B,Celular,51,1000,87000,Loja 2,1454
4/10/2025,Notebook B,Computadores,51,2500,55000,Loja 2,1455
11/18/2024,Smartfone B,Celular,51,2000,146000,Loja 2,1456
12/29/2024,Tablet A,Celular,51,1100,67100,Loja 2,1457
9/29/2024,Tablet A,Celular,51,1100,26400,Loja 2,1458
8/31/2024,Tablet B,Celular,51,1000,34000,Loja 2,1459
9/1/2024,Tablet B,Celular,51,1000,42000,Loja 2,1460
11/22/2024,Smartfone B,Celular,51,2000,58000,Loja 2,1461
4/5/2025,Smartfone B,Celular,51,2000,46000,Loja 2,1462
9/4/2024,Smartfone B,Celular,51,2000,118000,Loja 2,1463
4/25/2025,Tablet B,Celular,51,1000,86000,Loja 2,1464
9/11/2024,Smartfone B,Celular,51,2000,168000,Loja 2,1465
3/20/2025,Notebook B,Computadores,51,2500,70000,Loja 2,1466
7/12/2024,Smartfone B,Celular,51,2000,-4000,Loja 2,1467
9/15/2024,Tablet B,Celular,51,1000,5000,Loja 2,1468
12/31/2024,Tablet B,Celular,51,1000,21000,Loja 2,1469
8/22/2024,Smartfone B,Celular,51,2000,144000,Loja 2,1470
11/17/2024,Tablet B,Celular,51,1000,27000,Loja 2,1471
2/28/2025,Tablet B,Celular,51,1000,39000,Loja 2,1472
1/21/2025,Smartfone B,Celular,51,2000,182000,Loja 2,1473
11/28/2024,Tablet B,Celular,51,1000,1000,Loja 2,1474
9/28/2024,Smartfone A,Celular,51,2200,127600,Loja 2,1475
10/2/2024,Tablet B,Celular,51,1000,61000,Loja 2,1476
4/8/2025,Smartfone B,Celular,51,2000,126000,Loja 2,1477
6/16/2024,Notebook B,Computadores,51,2500,210000,Loja 2,1478
1/8/2025,Tablet B,Celular,51,1000,31000,Loja 2,1479
12/6/2024,Smartfone A,Celular,51,2200,121000,Loja 2,1480
2/17/2025,Tablet B,Celular,51,1000,24000,Loja 2,1481
9/26/2024,Tablet B,Celular,51,1000,97000,Loja 2,1482
8/29/2024,Tablet B,Celular,51,1000,39000,Loja 2,1483
4/27/2025,Tablet C,Celular,51,800,56000,Loja 2,1484
8/25/2024,Tablet C,Celular,51,800,29600,Loja 2,1485
3/20/2025,Tablet A,Celular,51,1100,57200,Loja 2,1486
11/14/2024,Notebook B,Computadores,52,2500,190000,Loja 2,1487
2/12/2025,Smartfone B,Celular,52,2000,144000,Loja 2,1488
7/10/2024,Tablet B,Celular,52,1000,69000,Loja 2,1489
7/24/2024,Smartfone B,Celular,52,2000,156000,Loja 2,1490
11/21/2024,Tablet A,Celular,52,1100,16500,Loja 2,1491
5/12/2024,Tablet B,Celular,52,1000,84000,Loja 2,1492
1/7/2025,Smartfone B,Celular,52,2000,132000,Loja 2,1493
7/2/2024,Notebook B,Computadores,52,2500,172500,Loja 2,1494
3/11/2025,Tablet B,Celular,52,1000,88000,Loja 2,1495
3/4/2025,Smartfone B,Celular,52,2000,88000,Loja 2,1496
6/9/2024,Smartfone B,Celular,52,2000,76000,Loja 2,1497
4/1/2025,Smartfone B,Celular,52,2000,62000,Loja 2,1498
6/22/2024,Tablet A,Celular,52,1100,78100,Loja 2,1499
5/11/2024,Notebook B,Computadores,52,2500,52500,Loja 2,1500
12/8/2024,Tablet B,Celular,52,1000,40000,Loja 2,1501
6/8/2024,Tablet B,Celular,52,1000,59000,Loja 2,1502
11/4/2024,Tablet B,Celular,52,1000,49000,Loja 2,1503
2/27/2025,Notebook A,Computadores,52,3000,21000,Loja 2,1504
8/5/2024,Tablet B,Celular,52,1000,82000,Loja 2,1505
10/1/2024,Tablet A,Celular,52,1100,20900,Loja 2,1506
4/11/2025,Notebook A,Computadores,52,3000,120000,Loja 2,1507
3/12/2025,Tablet A,Celular,52,1100,15400,Loja 2,1508
9/7/2024,Smartfone B,Celular,52,2000,180000,Loja 2,1509
5/11/2024,Smartfone B,Celular,52,2000,20000,Loja 2,1510
4/10/2025,Tablet B,Celular,52,1000,19000,Loja 2,1511
5/10/2024,Smartfone B,Celular,52,2000,4000,Loja 2,1512
6/8/2024,Tablet C,Celular,52,800,1600,Loja 2,1513
7/21/2024,Tablet A,Celular,52,1100,48400,Loja 2,1514
1/20/2025,Tablet A,Celular,52,1100,37400,Loja 2,1515
5/24/2024,Tablet B,Celular,52,1000,22000,Loja 2,1516
9/19/2024,Notebook A,Computadores,53,3000,183000,Loja 2,1517
2/7/2025,Smartfone B,Celular,53,2000,72000,Loja 2,1518
10/14/2024,Smartfone A,Celular,53,2200,70400,Loja 2,1519
9/5/2024,Smartfone A,Celular,53,2200,178200,Loja 2,1520
4/4/2025,Tablet B,Celular,53,1000,82000,Loja 2,1521
12/31/2024,Tablet C,Celular,53,800,67200,Loja 2,1522
9/15/2024,Tablet C,Celular,53,800,48800,Loja 2,1523
4/18/2025,Tablet A,Celular,53,1100,1100,Loja 2,1524
5/9/2024,Tablet B,Celular,53,1000,37000,Loja 2,1525
9/3/2024,Notebook B,Computadores,53,2500,147500,Loja 2,1526
9/26/2024,Notebook A,Computadores,53,3000,291000,Loja 2,1527
6/13/2024,Smartfone B,Celular,53,2000,110000,Loja 2,1528
9/15/2024,Tablet A,Celular,53,1100,44000,Loja 2,1529
11/6/2024,Tablet B,Celular,53,1000,29000,Loja 2,1530
11/9/2024,Tablet A,Celular,53,1100,3300,Loja 2,1531
6/1/2024,Tablet B,Celular,53,1000,42000,Loja 2,1532
10/2/2024,Tablet B,Celular,53,1000,36000,Loja 2,1533
5/23/2024,Notebook B,Computadores,53,2500,142500,Loja 2,1534
12/22/2024,Tablet A,Celular,53,1100,17600,Loja 2,1535
1/5/2025,Smartfone B,Celular,53,2000,148000,Loja 2,1536
9/22/2024,Notebook B,Computadores,54,2500,165000,Loja 2,1537
11/27/2024,Tablet B,Celular,54,1000,66000,Loja 2,1538
7/26/2024,Tablet B,Celular,54,1000,79000,Loja 2,1539
3/11/2025,Smartfone B,Celular,54,2000,,Loja 2,1540
7/29/2024,Smartfone A,Celular,54,2200,8800,Loja 2,1541
3/7/2025,Tablet C,Celular,54,800,16000,Loja 2,1542
11/11/2024,Tablet B,Celular,54,1000,77000,Loja 2,1543
8/23/2024,Smartfone B,Celular,54,2000,44000,Loja 2,1544
1/20/2025,Tablet B,Celular,54,1000,17000,Loja 2,1545
6/6/2024,Notebook B,Computadores,54,2500,42500,Loja 2,1546
5/31/2024,Notebook B,Computadores,54,2500,100000,Loja 2,1547
1/19/2025,Smartfone B,Celular,54,2000,60000,Loja 2,1548
2/25/2025,Smartfone B,Celular,54,2000,188000,Loja 2,1549
9/1/2024,Notebook B,Computadores,54,2500,95000,Loja 2,1550
6/13/2024,Smartfone B,Celular,54,2000,86000,Loja 2,1551
7/21/2024,Tablet C,Celular,54,800,40000,Loja 2,1552
6/7/2024,Smartfone A,Celular,54,2200,184800,Loja 2,1553
6/29/2024,Tablet A,Celular,54,1100,6600,Loja 2,1554
4/15/2025,Tablet B,Celular,54,1000,47000,Loja 2,1555
8/18/2024,Smartfone B,Celular,54,2000,156000,Loja 2,1556
3/1/2025,Tablet B,Celular,54,1000,6000,Loja 2,1557
11/10/2024,Notebook A,Computadores,55,3000,90000,Loja 2,1558
7/16/2024,Notebook B,Computadores,55,2500,240000,Loja 2,1559
5/20/2024,Tablet A,Celular,55,1100,61600,Loja 2,1560
12/29/2024,Tablet A,Celular,55,1100,19800,Loja 2,1561
1/29/2025,Smartfone B,Celular,55,2000,126000,Loja 2,1562
4/2/2025,Tablet A,Celular,55,1100,82500,Loja 2,1563
1/10/2025,Smartfone B,Celular,55,2000,126000,Loja 2,1564
4/20/2025,Tablet C,Celular,55,800,24000,Loja 2,1565
4/17/2025,Notebook A,Computadores,55,3000,54000,Loja 2,1566
8/17/2024,Smartfone B,Celular,55,2000,22000,Loja 2,1567
4/13/2025,Smartfone A,Celular,55,2200,195800,Loja 2,1568
1/27/2025,Tablet A,Celular,55,1100,7700,Loja 2,1569
2/18/2025,Tablet C,Celular,55,800,0,Loja 2,1570
11/17/2024,Notebook B,Computadores,55,2500,50000,Loja 2,1571
4/6/2025,Tablet C,Celular,55,800,28800,Loja 2,1572
9/18/2024,Tablet B,Celular,55,1000,11000,Loja 2,1573
12/26/2024,Tablet C,Celular,55,800,14400,Loja 2,1574
9/14/2024,Tablet B,Celular,55,1000,11000,Loja 2,1575
8/21/2024,Tablet B,Celular,55,1000,41000,Loja 2,1576
7/29/2024,Tablet A,Celular,55,1100,11000,Loja 2,1577
11/2/2024,Tablet A,Celular,55,1100,49500,Loja 2,1578
6/29/2024,Tablet A,Celular,55,1100,16500,Loja 2,1579
1/17/2025,Tablet B,Celular,55,1000,30000,Loja 2,1580
6/25/2024,Notebook A,Computadores,55,3000,42000,Loja 2,1581
1/19/2025,Tablet B,Celular,55,1000,88000,Loja 2,1582
12/11/2024,Tablet B,Celular,55,1000,89000,Loja 2,1583
10/27/2024,Notebook A,Computadores,55,3000,78000,Loja 2,1584
9/1/2024,Tablet A,Celular,55,1100,20900,Loja 2,1585
5/5/2024,Tablet B,Celular,55,1000,18000,Loja 2,1586
3/12/2025,Tablet B,Celular,55,1000,9000,Loja 2,1587
12/3/2024,Tablet B,Celular,55,1000,45000,Loja 2,1588
4/1/2025,Notebook B,Computadores,55,2500,210000,Loja 2,1589
10/26/2024,Notebook A,Computadores,55,3000,21000,Loja 2,1590
3/12/2025,Tablet B,Celular,55,1000,96000,Loja 2,1591
5/11/2024,Smartfone A,Celular,55,2200,39600,Loja 2,1592
7/15/2024,Tablet A,Celular,55,1100,1100,Loja 2,1593
12/24/2024,Tablet B,Celular,55,1000,23000,Loja 2,1594
1/18/2025,Smartfone B,Celular,55,2000,156000,Loja 2,1595
8/18/2024,Tablet B,Celular,55,1000,66000,Loja 2,1596
1/27/2025,Smartfone B,Celular,55,2000,32000,Loja 2,1597
9/13/2024,Tablet B,Celular,55,1000,57000,Loja 2,1598
1/26/2025,Tablet A,Celular,55,1100,28600,Loja 2,1599
8/21/2024,Smartfone A,Celular,55,2200,129800,Loja 2,1600
1/28/2025,Notebook A,Computadores,55,3000,279000,Loja 2,1601
6/23/2024,Smartfone A,Celular,56,2200,96800,Loja 2,1602
8/5/2024,Notebook A,Computadores,56,3000,60000,Loja 2,1603
6/28/2024,Tablet A,Celular,56,1100,73700,Loja 2,1604
6/17/2024,Notebook A,Computadores,56,3000,57000,Loja 2,1605
6/23/2024,Tablet C,Celular,56,800,74400,Loja 2,1606
7/3/2024,Tablet B,Celular,56,1000,52000,Loja 2,1607
12/24/2024,Tablet B,Celular,56,1000,58000,Loja 2,1608
4/12/2025,Smartfone B,Celular,56,2000,178000,Loja 2,1609
2/4/2025,Smartfone B,Celular,56,2000,128000,Loja 2,1610
11/25/2024,Tablet B,Celular,56,1000,74000,Loja 2,1611
5/6/2024,Notebook B,Computadores,56,2500,210000,Loja 2,1612
12/25/2024,Smartfone B,Celular,56,2000,110000,Loja 2,1613
3/8/2025,Notebook A,Computadores,56,3000,192000,Loja 2,1614
1/24/2025,Tablet A,Celular,56,1100,37400,Loja 2,1615
4/24/2025,Smartfone B,Celular,56,2000,176000,Loja 2,1616
4/20/2025,Tablet C,Celular,56,800,27200,Loja 2,1617
1/12/2025,Notebook B,Computadores,56,2500,2500,Loja 2,1618
8/22/2024,Tablet B,Celular,56,1000,4000,Loja 2,1619
6/13/2024,Smartfone B,Celular,56,2000,140000,Loja 2,1620
11/16/2024,Tablet A,Celular,56,1100,8800,Loja 2,1621
2/20/2025,Tablet B,Celular,56,1000,44000,Loja 2,1622
7/24/2024,Smartfone B,Celular,56,2000,130000,Loja 2,1623
3/5/2025,Tablet B,Celular,56,1000,20000,Loja 2,1624
9/28/2024,Smartfone B,Celular,56,2000,114000,Loja 2,1625
7/8/2024,Tablet A,Celular,56,1100,58300,Loja 2,1626
1/23/2025,Tablet A,Celular,56,1100,73700,Loja 2,1627
10/15/2024,Notebook B,Computadores,56,2500,165000,Loja 2,1628
12/12/2024,Tablet B,Celular,56,1000,18000,Loja 2,1629
1/1/2025,Notebook B,Computadores,56,2500,22500,Loja 2,1630
5/8/2024,Tablet C,Celular,56,800,30400,Loja 2,1631
5/12/2024,Tablet B,Celular,56,1000,31000,Loja 2,1632
1/21/2025,Notebook B,Computadores,56,2500,120000,Loja 2,1633
1/5/2025,Tablet A,Celular,56,1100,99000,Loja 2,1634
3/20/2025,Tablet B,Celular,57,1000,31000,Loja 2,1635
5/11/2024,Tablet B,Celular,57,1000,34000,Loja 2,1636
4/11/2025,Tablet B,Celular,57,1000,69000,Loja 2,1637
5/22/2024,Notebook B,Computadores,57,2500,105000,Loja 2,1638
3/9/2025,Tablet A,Celular,57,1100,39600,Loja 2,1639
1/21/2025,Tablet B,Celular,57,1000,9000,Loja 2,1640
3/1/2025,Notebook B,Computadores,57,2500,45000,Loja 2,1641
3/15/2025,Tablet A,Celular,57,1100,4400,Loja 2,1642
1/31/2025,Notebook A,Computadores,57,3000,39000,Loja 2,1643
10/1/2024,Smartfone A,Celular,57,2200,74800,Loja 2,1644
11/13/2024,Smartfone B,Celular,57,2000,52000,Loja 2,1645
5/22/2024,Smartfone B,Celular,57,2000,16000,Loja 2,1646
12/26/2024,Notebook B,Computadores,57,2500,115000,Loja 2,1647
3/31/2025,Tablet A,Celular,57,1100,81400,Loja 2,1648
